"","TrialNum","Onset","TrueOns","Cond","Sentence","Resp","RT","correct","subind","runnum","cond_type","rep","corr_first","group_num","group"
"25412",2,25.97,25.98,3,"The bib was worn by a baby.","sense",3.29964184761,1,"ldrc2_0_123","3","passive_s",FALSE,1,4,"A2_first"
"25512",3,40.97,40.98,3,"A box was cut by the worker.","sense",2.56293702126,1,"ldrc2_0_123","3","passive_s",FALSE,1,4,"A2_first"
"25611",4,53.69,53.71,2,"The apple watched a king.","nonsense",2.3876080513,1,"ldrc2_0_123","3","active_ns",FALSE,1,4,"A2_first"
"25711",5,64.57,64.58,3,"A dime was found by the kid.","sense",5.02055501938,1,"ldrc2_0_123","3","passive_s",FALSE,1,4,"A2_first"
"25810",6,75.24,75.25,4,"Seed was raised by the rug.","nonsense",3.38464021683,1,"ldrc2_0_123","3","passive_ns",FALSE,1,4,"A2_first"
"25911",7,86.91,86.92,1,"The doctor used the phone.","sense",2.75951290131,1,"ldrc2_0_123","3","active_s",FALSE,1,4,"A2_first"
"26011",8,103.03,103.04,2,"The chalk wanted a child.","nonsense",2.35172486305,1,"ldrc2_0_123","3","active_ns",FALSE,1,4,"A2_first"
"26111",9,118.89,118.9,4,"A man was scored by wind.","nonsense",4.46859884262,1,"ldrc2_0_123","3","passive_ns",FALSE,1,4,"A2_first"
"26211",10,128.92,128.94,1,"The dog chased the car.","sense",2.39847397804,1,"ldrc2_0_123","3","active_s",FALSE,1,4,"A2_first"
"26311",11,141.14,141.16,3,"The ball was kicked by a girl.","sense",3.0311319828,1,"ldrc2_0_123","3","passive_s",FALSE,1,4,"A2_first"
"26411",12,151.22,151.23,3,"The egg was laid by the duck.","nonsense",5.03863215446,0,"ldrc2_0_123","3","passive_s",FALSE,0,4,"A2_first"
"26511",13,161.68,161.68,4,"A hand was built by the ant.","nonsense",3.38554096222,1,"ldrc2_0_123","3","passive_ns",FALSE,1,4,"A2_first"
"26610",14,172.84,172.86,2,"The bread heard a camel.","nonsense",5.14856910706,1,"ldrc2_0_123","3","active_ns",FALSE,1,4,"A2_first"
"26712",15,183.02,183.04,3,"Cheese was chewed by a rat.","sense",3.22030687332,1,"ldrc2_0_123","3","passive_s",FALSE,1,4,"A2_first"
"26812",16,195.2,195.21,4,"A couch was saved by a plum.","nonsense",2.44496297836,1,"ldrc2_0_123","3","passive_ns",FALSE,1,4,"A2_first"
"26911",17,212.76,212.77,2,"A pillow scratched the fish.","nonsense",4.46118783951,1,"ldrc2_0_123","3","active_ns",FALSE,1,4,"A2_first"
"27011",18,223.41,223.43,1,"A turtle crawled to the water.","sense",4.83924388885,1,"ldrc2_0_123","3","active_s",FALSE,1,4,"A2_first"
"27111",19,237.03,237.05,4,"The dragon was won by clay.","nonsense",3.02230596542,1,"ldrc2_0_123","3","passive_ns",FALSE,1,4,"A2_first"
"27211",20,248.04,248.05,1,"The monkey climbed a tree.","sense",2.30415582657,1,"ldrc2_0_123","3","active_s",FALSE,1,4,"A2_first"
"27312",21,258.46,258.47,3,"A broom was sold by a farmer.","sense",3.36951994896,1,"ldrc2_0_123","3","passive_s",FALSE,1,4,"A2_first"
"27411",22,274.9,274.91,1,"The rabbit jumped in the grass.","sense",2.178606987,1,"ldrc2_0_123","3","active_s",FALSE,1,4,"A2_first"
"27612",23,289.51,289.52,4,"A flower was milked by a bear.","nonsense",1.82112789154,1,"ldrc2_0_123","3","passive_ns",FALSE,1,4,"A2_first"
"27711",24,303.52,303.53,2,"A chicken shopped at a movie.","nonsense",3.6315779686,1,"ldrc2_0_123","3","active_ns",FALSE,1,4,"A2_first"
"27812",25,319.75,319.77,1,"The actor pulled on a rope.","sense",2.33802103996,1,"ldrc2_0_123","3","active_s",FALSE,1,4,"A2_first"
"27912",26,329.89,329.9,1,"A teacher graded a paper.","sense",2.40876698494,1,"ldrc2_0_123","3","active_s",FALSE,1,4,"A2_first"
"28011",27,343.4,343.41,4,"The pig was hugged by a joke.","nonsense",2.96567606926,1,"ldrc2_0_123","3","passive_ns",FALSE,1,4,"A2_first"
"28111",28,353.98,354,2,"A present picked the raccoon.","nonsense",3.17524194717,1,"ldrc2_0_123","3","active_ns",FALSE,1,4,"A2_first"
"28211",29,370.82,370.84,3,"A cake was baked by mom.","sense",3.01932692528,1,"ldrc2_0_123","3","passive_s",FALSE,1,4,"A2_first"
"28311",30,382.44,382.46,4,"The bug was cooked by a key.","nonsense",3.28124308586,1,"ldrc2_0_123","3","passive_ns",FALSE,1,4,"A2_first"
"28411",31,392.48,392.5,2,"The bucket told a horse.","nonsense",6.44710803032,1,"ldrc2_0_123","3","active_ns",FALSE,1,4,"A2_first"
"28512",0,0,0.03,4,"A wolf was found by a fan.","nonsense",3.30453801155,1,"ldrc2_0_124","1","passive_ns",FALSE,1,4,"A2_first"
"28611",1,10.89,10.91,2,"A notebook knocked at a door.","nonsense",2.34972596169,1,"ldrc2_0_124","1","active_ns",FALSE,1,4,"A2_first"
"28711",2,21.08,21.09,3,"The book was read by a friend.","nonsense",3.40152001381,0,"ldrc2_0_124","1","passive_s",FALSE,0,4,"A2_first"
"28811",3,36.88,36.9,2,"The puppy scored a dress.","sense",3.97346520424,0,"ldrc2_0_124","1","active_ns",FALSE,0,4,"A2_first"
"28911",4,50.82,50.84,1,"A nurse helped a student.","nonsense",1.60973501205,2,"ldrc2_0_124","1","active_s",FALSE,0,4,"A2_first"
"29111",5,61.13,61.14,4,"The mouse was graded by a flag.","nonsense",3.3007209301,1,"ldrc2_0_124","1","passive_ns",FALSE,1,4,"A2_first"
"29211",6,75.94,75.95,3,"Meat was eaten by a lion.","sense",2.81700897217,1,"ldrc2_0_124","1","passive_s",FALSE,1,4,"A2_first"
"29312",7,87.72,87.74,3,"The spoon was used by a cook.","sense",3.46520018578,1,"ldrc2_0_124","1","passive_s",FALSE,1,4,"A2_first"
"29410",8,99.72,99.73,4,"A card was scared by a baby.","nonsense",6.35221004486,1,"ldrc2_0_124","1","passive_ns",FALSE,1,4,"A2_first"
"29512",9,111.38,111.4,4,"The mat was raced by a fox.","nonsense",5.35112595558,1,"ldrc2_0_124","1","passive_ns",FALSE,1,4,"A2_first"
"29612",10,122.22,122.23,1,"A tree was planted in dirt.","sense",2.36659312248,1,"ldrc2_0_124","1","active_s",FALSE,1,4,"A2_first"
"29711",11,134.13,134.14,2,"The soup hired a cowboy.","sense",3.44317817688,2,"ldrc2_0_124","1","active_ns",FALSE,0,4,"A2_first"
"29910",12,146.54,146.54,2,"The store cooked on the grass.","nonsense",3.74724006653,1,"ldrc2_0_124","1","active_ns",FALSE,1,4,"A2_first"
"3004",13,158.49,158.5,3,"A joke was told by the queen.","sense",2.95959687233,1,"ldrc2_0_124","1","passive_s",FALSE,1,4,"A2_first"
"3018",14,169.83,169.84,1,"The bear tasted the apple.","sense",4.35897994041,1,"ldrc2_0_124","1","active_s",FALSE,1,4,"A2_first"
"3023",15,179.98,180.01,1,"The child peeled the banana.","sense",2.12333989143,1,"ldrc2_0_124","1","active_s",FALSE,1,4,"A2_first"
"3033",16,190.27,190.28,2,"The fork called to a sister.","nonsense",3.17670202255,1,"ldrc2_0_124","1","active_ns",FALSE,1,4,"A2_first"
"3045",17,200.64,200.65,3,"Pie was made by a cousin.","nonsense",5.10302400589,0,"ldrc2_0_124","1","passive_s",FALSE,0,4,"A2_first"
"30510",18,215.75,215.76,1,"A family baked some bread.","sense",2.14117884636,1,"ldrc2_0_124","1","active_s",FALSE,1,4,"A2_first"
"30611",19,225.84,225.86,3,"The ring was owned by a dancer.","sense",3.28525590897,1,"ldrc2_0_124","1","passive_s",FALSE,1,4,"A2_first"
"30711",20,235.87,235.88,1,"A mom addressed the letter.","sense",3.18379592896,1,"ldrc2_0_124","1","active_s",FALSE,1,4,"A2_first"
"3083",21,247.77,247.79,2,"A candle sold the question.","nonsense",3.07218289375,1,"ldrc2_0_124","1","active_ns",FALSE,1,4,"A2_first"
"30912",22,257.97,257.99,3,"Clay was rolled by the artist.","sense",2.24727010727,1,"ldrc2_0_124","1","passive_s",FALSE,1,4,"A2_first"
"31011",23,268.09,268.11,3,"A fence was jumped by a horse.","sense",2.32971692085,1,"ldrc2_0_124","1","passive_s",FALSE,1,4,"A2_first"
"31111",24,280.16,280.18,1,"A driver honked at the walker.","nonsense",2.32937097549,0,"ldrc2_0_124","1","active_s",FALSE,0,4,"A2_first"
"31211",25,296.87,296.89,4,"The woman was pulled by a nut.","nonsense",3.36896705627,1,"ldrc2_0_124","1","passive_ns",FALSE,1,4,"A2_first"
"31311",26,312.85,312.86,2,"The rabbit bought the worker.","nonsense",4.05030608177,1,"ldrc2_0_124","1","active_ns",FALSE,1,4,"A2_first"
"31411",27,330.61,330.62,4,"Iron was chased by the bee.","nonsense",3.40828895569,1,"ldrc2_0_124","1","passive_ns",FALSE,1,4,"A2_first"
"31512",28,343.48,343.49,1,"The aunt walked on the boat.","sense",2.73775005341,1,"ldrc2_0_124","1","active_s",FALSE,1,4,"A2_first"
"31611",29,360.32,360.33,4,"A ball was prepared by glass.","nonsense",3.44797897339,1,"ldrc2_0_124","1","passive_ns",FALSE,1,4,"A2_first"
"31711",30,370.6,370.6,2,"The money counted the singer.","nonsense",5.64031791687,1,"ldrc2_0_124","1","active_ns",FALSE,1,4,"A2_first"
"31812",31,381.02,381.02,4,"Sugar was moved by the sock.","nonsense",3.73456907272,1,"ldrc2_0_124","1","passive_ns",FALSE,1,4,"A2_first"
"31912",0,0,0.03,2,"The house chewed on the phone.","nonsense",2.94875907898,1,"ldrc2_0_124","2","active_ns",FALSE,1,4,"A2_first"
"3206",1,10.72,10.74,3,"The door was shut by wind.","sense",2.69250512123,1,"ldrc2_0_124","2","passive_s",FALSE,1,4,"A2_first"
"32111",2,21.39,21.41,4,"A father was spotted by the egg.","nonsense",3.3367331028,1,"ldrc2_0_124","2","passive_ns",FALSE,1,4,"A2_first"
"32211",3,38.56,38.57,1,"The clerk asked a question.","sense",3.76213884354,1,"ldrc2_0_124","2","active_s",FALSE,1,4,"A2_first"
"32311",4,54.45,54.46,4,"The actor was kicked by cake.","nonsense",3.54372906685,1,"ldrc2_0_124","2","passive_ns",FALSE,1,4,"A2_first"
"32411",5,64.83,64.84,1,"A king wished for a horse.","sense",2.15629005432,1,"ldrc2_0_124","2","active_s",FALSE,1,4,"A2_first"
"32510",6,80.32,80.33,4,"The bird was told by the boat.","nonsense",3.31412792206,1,"ldrc2_0_124","2","passive_ns",FALSE,1,4,"A2_first"
"32612",7,90.96,90.97,2,"A rope listened to the salt.","nonsense",3.08092904091,1,"ldrc2_0_124","2","active_ns",FALSE,1,4,"A2_first"
"3276",8,106.1,106.11,2,"The tiger played a letter.","nonsense",2.68448805809,1,"ldrc2_0_124","2","active_ns",FALSE,1,4,"A2_first"
"32810",9,116.71,116.72,1,"The mother shopped at the store.","sense",2.45643782616,1,"ldrc2_0_124","2","active_s",FALSE,1,4,"A2_first"
"32911",10,131.58,131.59,1,"A sister hugged the dancer.","sense",2.20505595207,1,"ldrc2_0_124","2","active_s",FALSE,1,4,"A2_first"
"3309",11,143.41,143.43,4,"Meat was watched by an ear.","nonsense",3.16404891014,1,"ldrc2_0_124","2","passive_ns",FALSE,1,4,"A2_first"
"33111",12,154.13,154.15,4,"A worm was jumped by a dress.","nonsense",3.26734495163,1,"ldrc2_0_124","2","passive_ns",FALSE,1,4,"A2_first"
"33210",13,164.48,164.49,3,"Medals were won by a team.","sense",2.27099895477,1,"ldrc2_0_124","2","passive_s",FALSE,1,4,"A2_first"
"3339",14,182.42,182.43,1,"The friend borrowed a book.","sense",2.58965587616,1,"ldrc2_0_124","2","active_s",FALSE,1,4,"A2_first"
"3348",15,193.7,193.71,2,"The lamp wrote to the nurse.","nonsense",2.93015384674,1,"ldrc2_0_124","2","active_ns",FALSE,1,4,"A2_first"
"33510",16,206.11,206.12,4,"A clown was bought by the hen.","nonsense",4.79737496376,1,"ldrc2_0_124","2","passive_ns",FALSE,1,4,"A2_first"
"33610",17,223.68,223.69,3,"The honey was made by a bee.","sense",2.5419049263,1,"ldrc2_0_124","2","passive_s",FALSE,1,4,"A2_first"
"3373",18,234.74,234.75,3,"Water was splashed by a bear.","sense",3.01261091232,1,"ldrc2_0_124","2","passive_s",FALSE,1,4,"A2_first"
"3382",19,250.08,250.09,2,"The seed raised a turtle.","nonsense",4.41747879982,1,"ldrc2_0_124","2","active_ns",FALSE,1,4,"A2_first"
"3392",20,260.45,260.46,3,"A barn was built by the uncle.","nonsense",3.49177217484,2,"ldrc2_0_124","2","passive_s",FALSE,0,4,"A2_first"
"3414",21,270.85,270.86,1,"The cowboy cooked some pasta.","sense",3.15375208855,1,"ldrc2_0_124","2","active_s",FALSE,1,4,"A2_first"
"3423",22,280.9,280.92,3,"A snake was caught by a girl.","sense",2.33380317688,1,"ldrc2_0_124","2","passive_s",FALSE,1,4,"A2_first"
"3433",23,293.63,293.64,2,"The soap tasted the monkey.","nonsense",4.37535500526,1,"ldrc2_0_124","2","active_ns",FALSE,1,4,"A2_first"
"3442",24,304.11,304.13,4,"A box was walked by a duck.","nonsense",3.70097017288,1,"ldrc2_0_124","2","passive_ns",FALSE,1,4,"A2_first"
"3453",25,314.89,314.9,1,"A brother opened the present.","sense",1.95411491394,1,"ldrc2_0_124","2","active_s",FALSE,1,4,"A2_first"
"3462",26,325.02,325.03,3,"Bread was picked by a boy.","sense",1.76486110687,1,"ldrc2_0_124","2","passive_s",FALSE,1,4,"A2_first"
"3472",27,339.56,339.57,2,"The zebra milked the show.","nonsense",2.23013091087,1,"ldrc2_0_124","2","active_ns",FALSE,1,4,"A2_first"
"3482",28,350.98,351,1,"The farmer owned a broom.","sense",2.70296502113,1,"ldrc2_0_124","2","active_s",FALSE,1,4,"A2_first"
"3492",29,368.12,368.14,4,"A queen was lost by a pen.","nonsense",5.51008892059,1,"ldrc2_0_124","2","passive_ns",FALSE,1,4,"A2_first"
"3502",30,380.08,380.09,3,"A leaf was climbed by the bug.","sense",2.45231795311,1,"ldrc2_0_124","2","passive_s",FALSE,1,4,"A2_first"
"3514",31,395.78,395.8,2,"A pizza dropped the cousin.","nonsense",3.81642198563,1,"ldrc2_0_124","2","active_ns",FALSE,1,4,"A2_first"
"3523",0,0,0.03,4,"A hand was built by the ant.","nonsense",5.05398702621,1,"ldrc2_0_137","1","passive_ns",FALSE,1,4,"A2_first"
"3533",1,10.89,10.91,2,"The bread heard a camel.","nonsense",7.21729207039,1,"ldrc2_0_137","1","active_ns",FALSE,1,4,"A2_first"
"3543",2,21.08,21.09,3,"Cheese was chewed by a rat.","nonsense",6.44901204109,0,"ldrc2_0_137","1","passive_s",FALSE,0,4,"A2_first"
"3553",3,36.88,36.9,2,"The chalk wanted a child.","nonsense",6.16885709763,1,"ldrc2_0_137","1","active_ns",FALSE,1,4,"A2_first"
"3562",4,50.82,50.84,1,"The dog chased the car.","sense",3.93581700325,1,"ldrc2_0_137","1","active_s",FALSE,1,4,"A2_first"
"3573",5,61.13,61.14,4,"A couch was saved by a plum.","nonsense",5.78421282768,1,"ldrc2_0_137","1","passive_ns",FALSE,1,4,"A2_first"
"3582",6,75.94,75.95,3,"The ball was kicked by a girl.","sense",3.32154989243,1,"ldrc2_0_137","1","passive_s",FALSE,1,4,"A2_first"
"3593",7,87.72,87.74,3,"The bib was worn by a baby.",NA,NA,4,"ldrc2_0_137","1","passive_s",FALSE,0,4,"A2_first"
"3602",8,99.72,99.73,4,"A flower was milked by a bear.","nonsense",5.26364398003,1,"ldrc2_0_137","1","passive_ns",FALSE,1,4,"A2_first"
"3615",9,111.38,111.4,4,"The pig was hugged by a joke.","nonsense",5.29851102829,1,"ldrc2_0_137","1","passive_ns",FALSE,1,4,"A2_first"
"3623",10,122.22,122.23,1,"A turtle crawled to the water.","sense",2.4289290905,1,"ldrc2_0_137","1","active_s",FALSE,1,4,"A2_first"
"3633",11,134.13,134.14,2,"The bucket told a horse.","nonsense",3.61821889877,1,"ldrc2_0_137","1","active_ns",FALSE,1,4,"A2_first"
"3643",12,146.54,146.54,2,"A present picked the raccoon.","nonsense",4.44167685509,1,"ldrc2_0_137","1","active_ns",FALSE,1,4,"A2_first"
"3653",13,158.49,158.5,3,"A dime was found by the kid.","sense",6.19707417488,1,"ldrc2_0_137","1","passive_s",FALSE,1,4,"A2_first"
"3663",14,169.83,169.84,1,"A teacher graded a paper.","sense",3.73047304153,1,"ldrc2_0_137","1","active_s",FALSE,1,4,"A2_first"
"3672",15,179.98,179.99,1,"The doctor used the phone.","sense",3.74444890022,1,"ldrc2_0_137","1","active_s",FALSE,1,4,"A2_first"
"3683",16,190.27,190.28,2,"A piano planted a brother.","nonsense",3.82108306885,1,"ldrc2_0_137","1","active_ns",FALSE,1,4,"A2_first"
"3693",17,200.64,200.65,3,"A cake was baked by mom.","sense",2.95860481262,1,"ldrc2_0_137","1","passive_s",FALSE,1,4,"A2_first"
"3703",18,215.75,215.76,1,"The actor pulled on a rope.","sense",4.52771091461,1,"ldrc2_0_137","1","active_s",FALSE,1,4,"A2_first"
"3715",19,225.84,225.86,3,"A box was cut by the worker.","sense",5.97989201546,1,"ldrc2_0_137","1","passive_s",FALSE,1,4,"A2_first"
"3722",20,235.87,235.88,1,"The rabbit jumped in the grass.","sense",4.43624997139,1,"ldrc2_0_137","1","active_s",FALSE,1,4,"A2_first"
"3731",21,247.77,247.79,2,"A chicken shopped at a movie.","nonsense",5.77868294716,1,"ldrc2_0_137","1","active_ns",FALSE,1,4,"A2_first"
"3742",22,257.97,257.97,3,"A broom was sold by a farmer.","sense",4.96744179726,1,"ldrc2_0_137","1","passive_s",FALSE,1,4,"A2_first"
"3753",23,268.09,268.09,3,"The egg was laid by the duck.","sense",4.63589096069,1,"ldrc2_0_137","1","passive_s",FALSE,1,4,"A2_first"
"3763",24,280.16,280.17,1,"The monkey climbed a tree.","sense",3.4585211277,1,"ldrc2_0_137","1","active_s",FALSE,1,4,"A2_first"
"3783",25,296.87,296.89,4,"Seed was raised by the rug.","nonsense",10.1175720692,3,"ldrc2_0_137","1","passive_ns",FALSE,0,4,"A2_first"
"3793",26,312.85,312.86,2,"The apple watched a king.","nonsense",3.22563195229,1,"ldrc2_0_137","1","active_ns",FALSE,1,4,"A2_first"
"3803",27,330.61,330.62,4,"The bug was cooked by a key.","nonsense",4.54675912857,1,"ldrc2_0_137","1","passive_ns",FALSE,1,4,"A2_first"
"3815",28,343.48,343.49,1,"A cowgirl caught a snake.","sense",3.47608399391,1,"ldrc2_0_137","1","active_s",FALSE,1,4,"A2_first"
"3843",29,360.32,360.33,4,"The dragon was won by clay.","nonsense",5.34035515785,1,"ldrc2_0_137","1","passive_ns",FALSE,1,4,"A2_first"
"3852",30,370.6,370.62,2,"A pillow scratched the fish.","nonsense",4.7541410923,1,"ldrc2_0_137","1","active_ns",FALSE,1,4,"A2_first"
"3863",31,381.02,381.02,4,"A man was scored by wind.","nonsense",4.30610108376,2,"ldrc2_0_137","1","passive_ns",FALSE,0,4,"A2_first"
"3883",0,0,0.03,1,"A cousin wanted a pillow.","sense",3.32552695274,1,"ldrc2_0_137","2","active_s",FALSE,1,4,"A2_first"
"3893",1,10.16,10.17,2,"The woman scared the paper.","nonsense",2.71520900726,1,"ldrc2_0_137","2","active_ns",FALSE,1,4,"A2_first"
"3902",2,25.97,25.98,3,"A home was entered by the men.","sense",5.712225914,1,"ldrc2_0_137","2","passive_s",FALSE,1,4,"A2_first"
"3914",3,40.97,40.98,3,"The fish was eaten by a bear.","sense",4.53552293777,1,"ldrc2_0_137","2","passive_s",FALSE,1,4,"A2_first"
"3923",4,53.69,53.71,2,"The barn barked at the driver.","sense",4.60780906677,2,"ldrc2_0_137","2","active_ns",FALSE,0,4,"A2_first"
"3943",5,64.57,64.58,3,"A song was sung by the cowboy.","nonsense",5.92505311966,0,"ldrc2_0_137","2","passive_s",FALSE,0,4,"A2_first"
"3953",6,75.24,75.25,4,"A chicken was asked by a bell.","nonsense",4.80437207222,1,"ldrc2_0_137","2","passive_ns",FALSE,1,4,"A2_first"
"3963",7,86.91,86.92,1,"The actress watched a show.","sense",7.34618186951,1,"ldrc2_0_137","2","active_s",FALSE,1,4,"A2_first"
"3973",8,103.03,103.04,2,"The key opened the carrot.","nonsense",4.03326010704,1,"ldrc2_0_137","2","active_ns",FALSE,1,4,"A2_first"
"3982",9,118.89,118.9,4,"Pizza was used by a book.","nonsense",3.09708285332,1,"ldrc2_0_137","2","passive_ns",FALSE,1,4,"A2_first"
"3993",10,128.92,128.94,1,"A raccoon scratched at the box.","sense",3.18587207794,1,"ldrc2_0_137","2","active_s",FALSE,1,4,"A2_first"
"4003",11,141.14,141.16,3,"The car was chased by a dog.","sense",4.45556592941,1,"ldrc2_0_137","2","passive_s",FALSE,1,4,"A2_first"
"4014",12,151.22,151.23,3,"A rope was pulled by the man.","sense",3.08994102478,1,"ldrc2_0_137","2","passive_s",FALSE,1,4,"A2_first"
"4021",13,161.68,161.68,4,"A horse was peeled by salt.",NA,NA,4,"ldrc2_0_137","2","passive_ns",FALSE,0,4,"A2_first"
"4032",14,172.84,172.86,2,"A boat raced in the library.","nonsense",4.57901978493,1,"ldrc2_0_137","2","active_ns",FALSE,1,4,"A2_first"
"4043",15,183.02,183.03,3,"The movie was played by dad.",NA,NA,4,"ldrc2_0_137","2","passive_s",FALSE,0,4,"A2_first"
"4053",16,195.2,195.21,4,"The soup was caught by a ring.","nonsense",4.69640803337,1,"ldrc2_0_137","2","passive_ns",FALSE,1,4,"A2_first"
"4063",17,212.76,212.77,2,"The sock listened to the pig.","nonsense",4.8297431469,1,"ldrc2_0_137","2","active_ns",FALSE,1,4,"A2_first"
"4073",18,223.41,223.43,1,"A clown let go of a balloon.","sense",4.8455491066,1,"ldrc2_0_137","2","active_s",FALSE,1,4,"A2_first"
"4082",19,237.03,237.05,4,"The boy was owned by a lamp.","nonsense",3.39259815216,1,"ldrc2_0_137","2","passive_ns",FALSE,1,4,"A2_first"
"4093",20,248.04,248.05,1,"A father cooked the eggs.","sense",3.82542991638,1,"ldrc2_0_137","2","active_s",FALSE,1,4,"A2_first"
"4105",21,258.46,258.47,3,"The test was read by a teacher.","sense",6.03379201889,1,"ldrc2_0_137","2","passive_s",FALSE,1,4,"A2_first"
"4115",22,274.9,274.91,1,"The mother carried a cake.","sense",2.56109380722,1,"ldrc2_0_137","2","active_s",FALSE,1,4,"A2_first"
"4153",23,289.51,289.52,4,"A table was planted by a kid.","nonsense",6.46061491966,1,"ldrc2_0_137","2","passive_ns",FALSE,1,4,"A2_first"
"4163",24,303.52,303.53,2,"The flag roared at a flower.","nonsense",6.98318791389,1,"ldrc2_0_137","2","active_ns",FALSE,1,4,"A2_first"
"4173",25,319.75,319.77,1,"A girl kicked the ball.","sense",7.91858696938,1,"ldrc2_0_137","2","active_s",FALSE,1,4,"A2_first"
"4183",26,329.89,329.9,1,"The baker rolled the dough.","sense",2.92020916939,1,"ldrc2_0_137","2","active_s",FALSE,1,4,"A2_first"
"4203",27,343.4,343.41,4,"The door was eaten by a pot.","nonsense",5.34013915062,1,"ldrc2_0_137","2","passive_ns",FALSE,1,4,"A2_first"
"4213",28,353.98,354,2,"A goat graded the mirror.","nonsense",4.71871209145,1,"ldrc2_0_137","2","active_ns",FALSE,1,4,"A2_first"
"4222",29,370.82,370.84,3,"Seed was pecked by a hen.","sense",4.9679350853,1,"ldrc2_0_137","2","passive_s",FALSE,1,4,"A2_first"
"4233",30,382.44,382.46,4,"A king was chewed by a tree.","sense",5.03268504143,0,"ldrc2_0_137","2","passive_ns",FALSE,0,4,"A2_first"
"4242",31,392.48,392.5,2,"The banana lost the worm.","nonsense",3.38055300713,1,"ldrc2_0_137","2","active_ns",FALSE,1,4,"A2_first"
"4253",0,0,0.03,2,"A fence walked to the mother.","nonsense",3.4097840786,1,"ldrc2_0_137","3","active_ns",FALSE,1,4,"A2_first"
"4263",1,10.72,10.74,3,"The shirt was stained by mud.","nonsense",3.8156440258,0,"ldrc2_0_137","3","passive_s",FALSE,0,4,"A2_first"
"4273",2,21.39,21.41,4,"Fire was licked by a banana.","nonsense",4.68691182137,1,"ldrc2_0_137","3","passive_ns",FALSE,1,4,"A2_first"
"4283",3,38.56,38.57,1,"The banker counted the money.","sense",4.08129405975,1,"ldrc2_0_137","3","active_s",FALSE,1,4,"A2_first"
"4293",4,54.45,54.46,4,"Pie was raised by the letter.","nonsense",4.36687421799,1,"ldrc2_0_137","3","passive_ns",FALSE,1,4,"A2_first"
"4303",5,64.83,64.84,1,"The boy cleared off the table.","sense",3.14742994308,1,"ldrc2_0_137","3","active_s",FALSE,1,4,"A2_first"
"4314",6,80.32,80.33,4,"A rope was sold by the frog.","nonsense",4.77044391632,1,"ldrc2_0_137","3","passive_ns",FALSE,1,4,"A2_first"
"4321",7,90.96,90.97,2,"The snake asked for the father.","nonsense",5.09786295891,1,"ldrc2_0_137","3","active_ns",FALSE,1,4,"A2_first"
"4333",8,106.1,106.11,2,"A basement won the family.","nonsense",3.17375707626,1,"ldrc2_0_137","3","active_ns",FALSE,1,4,"A2_first"
"4351",9,116.71,116.72,1,"A tiger scared the zebra.","nonsense",4.08165502548,2,"ldrc2_0_137","3","active_s",FALSE,0,4,"A2_first"
"4373",10,131.58,131.59,1,"A bird dropped the worm.","sense",2.65403604507,1,"ldrc2_0_137","3","active_s",FALSE,1,4,"A2_first"
"4383",11,143.41,143.43,4,"The girl was told by a fork.","nonsense",4.7933371067,1,"ldrc2_0_137","3","passive_ns",FALSE,1,4,"A2_first"
"4393",12,154.13,154.15,4,"Bread was scratched by a tray.","sense",7.68159198761,0,"ldrc2_0_137","3","passive_ns",FALSE,0,4,"A2_first"
"4403",13,164.48,164.49,3,"The lamp was bought by the sister.","sense",3.85907101631,1,"ldrc2_0_137","3","passive_s",FALSE,1,4,"A2_first"
"4422",14,182.42,182.44,1,"The uncle put sugar in the tea.","sense",3.285145998,1,"ldrc2_0_137","3","active_s",FALSE,1,4,"A2_first"
"4431",15,193.7,193.71,2,"A hen carried the dancer.","sense",4.80616092682,2,"ldrc2_0_137","3","active_ns",FALSE,0,4,"A2_first"
"4452",16,206.11,206.12,4,"A chair was tasted by a frame.","nonsense",6.3005490303,1,"ldrc2_0_137","3","passive_ns",FALSE,1,4,"A2_first"
"4463",17,223.68,223.69,3,"The show was seen by a child.","sense",4.81294512749,1,"ldrc2_0_137","3","passive_s",FALSE,1,4,"A2_first"
"4471",18,234.74,234.75,3,"Soup was served by a woman.","sense",4.1847679615,2,"ldrc2_0_137","3","passive_s",FALSE,0,4,"A2_first"
"4493",19,250.08,250.09,2,"The iron borrowed a teacher.","nonsense",5.66045498848,1,"ldrc2_0_137","3","active_ns",FALSE,1,4,"A2_first"
"4502",20,260.45,260.46,3,"A cat was saved by a king.","sense",5.48810696602,1,"ldrc2_0_137","3","passive_s",FALSE,1,4,"A2_first"
"4512",21,270.85,270.86,1,"The queen planted a flower.","sense",3.85483908653,1,"ldrc2_0_137","3","active_s",FALSE,1,4,"A2_first"
"4522",22,280.9,280.92,3,"A rug was rolled by the actor.","sense",3.17099809647,1,"ldrc2_0_137","3","passive_s",FALSE,1,4,"A2_first"
"4533",23,293.63,293.64,2,"The couch sang to the duck.","nonsense",6.93160700798,1,"ldrc2_0_137","3","active_ns",FALSE,1,4,"A2_first"
"4543",24,304.11,304.13,4,"Pasta was waved by a fish.","nonsense",5.31011390686,1,"ldrc2_0_137","3","passive_ns",FALSE,1,4,"A2_first"
"4553",25,314.89,314.9,1,"A mouse chewed on the cheese.","nonsense",2.89925694466,0,"ldrc2_0_137","3","active_s",FALSE,0,4,"A2_first"
